song identifier	 likelihood_art	 likelihood_pop	 likelihood_tradition	 likely_type	 was_art	 was_pop	 was_tradition	 was_type	
"cache/2014.Pentatonix.PTX, Vol. III.Rather Be.wav"	0.046375167	0.904654443	0.048970379	1	0	1	0	1	
cache/2016.Elton John.Peachtree Road.Turn the Lights Out When You Leave.wav	0.075046055	0.891060591	0.033893373	1	0	1	0	1	
"cache/2014.Bastille.Vs. (Other People's Heartache,Pt. III).Fall Into Your Arms (Bastille Vs. The Gemma Sharples Quartet) (Crossfaded Version) - The Gemma Sharples Quartet.wav"	0.084254421	0.88947767	0.026267884	1	0	1	0	1	
cache/2003.Death Cab For Cutie.Transatlanticism.We Looked Like Giants.wav	0.259022355	0.607908189	0.133069426	1	0	1	0	1	
cache/2003.Muse.Absolution.Butterflies and Hurricanes.wav	0.035606369	0.937848866	0.026544763	1	0	1	0	1	
cache/2014.On-The-Go.Young Hearts [WEB Edition].Lifeboat.wav	0.136082172	0.752621889	0.111295976	1	0	1	0	1	
cache/2016.Aperture Science Psychoacoustics Laboratory.Portal 2: Songs to Test By - Volume 3.Want You Gone.wav	0.117931023	0.733935356	0.148133621	1	0	1	0	0	
cache/2014.Linkin Park.Final Masquerade CDS.Final Masquerade.wav	0.131037101	0.811512113	0.057450809	1	0	1	0	1	
cache/2015.IAMX.Metanoia.Say Hello Melancholia.wav	0.022149058	0.949444294	0.028406626	1	0	1	0	1	
cache/2016.OK Go.Twelve Months of OK Go.I'm Not Through.wav	0.156874657	0.794287801	0.048837539	1	0	1	0	1	
cache/2005.Death Cab For Cutie.Plans.What Sarah Said.wav	0.146954745	0.68671006	0.166335225	1	0	1	0	1	
cache/2016.Mogwai.Atomic.SCRAM.wav	0.056700706	0.916577756	0.026721526	1	0	1	0	1	
cache/2016.Miike Snow.iii.I Feel The Weight.wav	0.038628366	0.942617595	0.018754059	1	0	1	0	1	
cache/2009.Skillet.Awake (Deluxe).Never Surrender.wav	0.102457643	0.813753426	0.083788954	1	0	1	0	1	
cache/2016.2CELLOS(SULIC & HAUSER).Celloverse (Japan Version).Satisfaction.wav	0.08447165	0.892421007	0.023107357	1	0	1	0	0	
cache/2016.HUMANS.NOON  183.Water Water.wav	0.11820434	0.778194427	0.103601225	1	0	1	0	1	
"cache/2012.Tyler Stenson.Some Days I'm a Lion.My Love, My Love.wav"	0.14587751	0.681580603	0.172541916	1	0	1	0	1	
cache/2015.Amber Run.5AM (Deluxe) WEB.I Found.wav	0.041296307	0.902853191	0.055850476	1	0	1	0	1	
cache/2012.Imagine Dragons.Continued Silence EP.Demons.wav	0.033191323	0.922364116	0.044444554	1	0	1	0	1	
cache/2015.Fall Out Boy.American BeautyAmerican Psycho.The Kids Aren't Alright.wav	0.118801072	0.726066947	0.155131951	1	0	1	0	1	
cache/2015.Imagine Dragons.Smoke + Mirrors (Deluxe Edition).Polaroid.wav	0.23624596	0.631079912	0.132674128	1	0	1	0	1	
cache/2004.Barlowgirl.Barlowgirl.Never Alone.wav	0.082217768	0.870660305	0.047121949	1	0	1	0	0	
cache/1998.Trans-Siberian Orchestra.The Christmas Attic.The Music Box.wav	0.082812212	0.888258517	0.028929271	1	0	1	0	2	
cache/2016.XYLÃ˜.America.Afterlife.wav	0.05301208	0.929769695	0.017218243	1	0	1	0	1	
cache/2015.Imagine Dragons.Smoke + Mirrors (Deluxe Edition).Thief.wav	0.109329082	0.786018968	0.104651935	1	0	1	0	1	
cache/2015.Will Young.85% Proof (Deluxe Edition).Blue.wav	0.024012595	0.941343665	0.034643725	1	0	1	0	1	
cache/2014.The Who.Who's Next (Deluxe Edition).Won't Get Fooled Again (Live).wav	0.091206938	0.876005828	0.032787215	1	0	1	0	1	
cache/2015.Four Tet.MorningEvening.Evening Side.wav	0.127456054	0.738268793	0.134275123	1	0	1	0	1	
cache/2013.Lana Del Rey.Born to Die.Born to Die.wav	0.140139878	0.752516925	0.107343182	1	0	1	0	1	
cache/2005.Flyleaf.Flyleaf.There For You.wav	0.118590251	0.789602458	0.091807291	1	0	1	0	1	
cache/2002.Death Cab For Cutie.You Can Play These Songs With Chords.Two Cars.wav	0.178891689	0.761326134	0.059782166	1	0	1	0	1	
cache/2014.Engineers.Always Returning.Drive Your Car.wav	0.10388907	0.859124064	0.036986869	1	0	1	0	1	
cache/2015.IAMX.Metanoia.Oh Cruel Darkness Embrace Me.wav	0.023473887	0.947129071	0.029397056	1	0	1	0	1	
cache/2015.Interpol.Spotify Sessions.Recording At Electric Lady.wav	0.09440165	0.838666618	0.066931754	1	0	1	0	1	
cache/2013.Gregory Alan Isakov.The Weatherman.All Shades of Blue.wav	0.025436236	0.944130599	0.030433167	1	0	1	0	2	
"cache/2014.Bat for Lashes.The Hunger Games: Mockingjay, Pt. 1 (Original Motion Picture Soundtrack).Plan the Escape.wav"	0.090809926	0.849367142	0.059822906	1	0	1	0	0	
cache/2015.Green River Ordinance.Chasing Down The Wind.Hold Me Together (b-side).wav	0.100631818	0.776127517	0.123240687	1	0	1	0	2	
cache/2014.James Newton Howard.The Hunger Games - Mockingjay Pt. 1 (Original Motin Picture Score).District 12 Ruins.wav	0.110246234	0.798437059	0.09131673	1	0	1	0	0	
cache/2015.Will Young.85% Proof (Deluxe Edition).Love Revolution.wav	0.134868965	0.794791222	0.070339791	1	0	1	0	1	
cache/2016.Lane 8.Rise (Remixed).Ghost feat. Patrick Baker (Bwana Remix).wav	0.122034132	0.842811286	0.035154559	1	0	1	0	1	
"cache/2009.Train.Save Me, San Francisco.Marry Me.wav"	0.044581447	0.927816153	0.027602423	1	0	1	0	1	
cache/2014.Little Boots.Business Pleasure - EP.Heroine.wav	0.034676906	0.948333323	0.016989753	1	0	1	0	1	
"cache/2015.Florence + The Machine.How Big, How Blue, How Beautiful (Limited Deluxe Edition).Which Witch (Demo).wav"	0.08425013	0.872548699	0.043201149	1	0	1	0	1	
cache/2014.Haerts.Haerts.Giving Up.wav	0.047344442	0.889028728	0.063626848	1	0	1	0	1	
cache/2000.Coldplay.Parachutes.We Never Change.wav	0.04610122	0.866299748	0.087599017	1	0	1	0	1	
cache/2014.The Who.Who's Next (Deluxe Edition).Baby Don't You Do It (New York Record Plant Session).wav	0.045031521	0.796630144	0.158338323	1	0	1	0	1	
cache/2014.Pentatonix.That's Christmas To Me.White Winter Hymnal.wav	0.0734258	0.892522693	0.034051515	1	0	1	0	2	
cache/2015.Of Monsters And Men.Beneath The Skin.Empire.wav	0.050942101	0.902273893	0.046783995	1	0	1	0	1	
cache/2015.They Might Be Giants.Glean.Hate the Villanelle.wav	0.066447876	0.870465517	0.063086584	1	0	1	0	1	
cache/2014.Sheppard.Bombs Away.Lingering.wav	0.091699503	0.867034018	0.041266456	1	0	1	0	1	
cache/1985.Neil Diamond.His 12 Greatest Hits.Shilo.wav	0.033288129	0.933256626	0.033455219	1	0	1	0	1	
cache/2016.Tall Heights.Rafters.Do Not Resuscitate.wav	0.20851548	0.58041966	0.211064845	1	0	1	0	2	
cache/2015.Amber Run.5AM (Deluxe) WEB.See You Soon.wav	0.105656661	0.813928246	0.080415092	1	0	1	0	1	
cache/2014.Beware of Safety.Lotusville.Iron Ribs.wav	0.107149318	0.81585288	0.076997779	1	0	1	0	1	
cache/2014.The Phoenix Foundation.Echoes.Fooling.wav	0.067908801	0.86261791	0.069473311	1	0	1	0	1	
cache/2014.We Were Promised Jetpacks.Unravelling.Bright Minds.wav	0.10128139	0.85381484	0.04490377	1	0	1	0	1	
cache/2006.John Mayer.Continuum.Slow Dancing in a Burning Room.wav	0.141970918	0.802632689	0.055396367	1	0	1	0	1	
cache/2015.Derrival.Departure & Arrival.Original Script.wav	0.068260677	0.878246605	0.053492699	1	0	1	0	1	
cache/2016.Mogwai.Atomic.Are You a Dancer?.wav	0.083633512	0.828102291	0.08826419	1	0	1	0	1	
cache/1985.Jimmy Buffet.Songs You Know By Heart.Son Of A Son Of A Sailor.wav	0.048482813	0.913312256	0.038204931	1	0	1	0	1	
cache/2006.Blue October.Foiled.Let It Go.wav	0.045093711	0.943710446	0.011195814	1	0	1	0	1	
cache/1998.Trans-Siberian Orchestra.The Christmas Attic.The March of the KingsHark! The Herald Angels Sing.wav	0.062962241	0.89036566	0.046672113	1	0	1	0	2	
cache/1994.The London Symphony Orchestra.The Performs Sting.Wrapped Around Your Finger.wav	0.08473736	0.859291971	0.055970676	1	0	1	0	1	
cache/2015.MOGWAI.Central Belters.The Sun Smells Too Loud.wav	0.070235685	0.904230654	0.025533635	1	0	1	0	1	
cache/2014.Engineers.Always Returning.Fight or Flight.wav	0.135398209	0.793143153	0.071458623	1	0	1	0	1	
cache/2012.Track & Field.Warehouse 13 Season 3.Running Up That Hill.wav	0.016580425	0.96551913	0.017900439	1	0	1	0	1	
cache/2002.Coldplay.A Rush of Blood to the Head.A Rush of Blood to the Head.wav	0.118814267	0.754550576	0.126635179	1	0	1	0	1	
cache/2001.Death Cab for Cutie.The Photo Album.Information Travels Faster.wav	0.025432628	0.961595476	0.012971873	1	0	1	0	1	
cache/2016.M83.Junk.Time Wind.wav	0.151670605	0.684715688	0.163613692	1	0	1	0	1	
cache/2015.The Best Pessimist.The Half-World.Lets Meet In Our Dreams Tonight.wav	0.154194951	0.721879244	0.123925798	1	0	1	0	0	
cache/2014.Buckethead.Pike 91.Pike 91.wav	0.023588765	0.947609127	0.028802108	1	0	1	0	1	
cache/2016.Ariel Pink's Haunted Graffiti.Before Today.Fright Night (Nevermore).wav	0.198160455	0.669599533	0.132240012	1	0	1	0	1	
cache/2016.2CELLOS(SULIC & HAUSER).Celloverse (Japan Version).Celloverse.wav	0.020933148	0.955980182	0.023086652	1	0	1	0	0	
cache/2014.Carbon Leaf.Indian Summer Revisited.What About Everything.wav	0.114057034	0.82469219	0.061250769	1	0	1	0	1	
cache/2015.Tyler Stenson.Say No More.Best Laid Plans.wav	0.018631641	0.957006693	0.024361685	1	0	1	0	2	
cache/2015.Angus & Julia Stone.Angus & Julia Stone: The Remixes.A Heartbreak (Active Child Remix).wav	0.052171331	0.929234743	0.01859393	1	0	1	0	1	
cache/2016.M83.Junk.Road Blaster.wav	0.097955279	0.852328718	0.049715988	1	0	1	0	1	
cache/2009.Super Mash Bros..All About The Scrilions.Adler Girl Pt. II (I Can Change!).wav	0.071934976	0.891503692	0.036561307	1	0	1	0	1	
cache/2003.Death Cab For Cutie.Transatlanticism.The New Year.wav	0.166946858	0.762099147	0.070953965	1	0	1	0	1	
cache/1996.The Verve Pipe.Villains.Photograph.wav	0.230772495	0.703445435	0.06578207	1	0	1	0	1	
cache/2016.Woodkid.Desierto (Original Motion Picture Score).The Frontier.wav	0.105075598	0.801665008	0.093259387	1	0	1	0	0	
cache/2015.Breaking Benjamin.Dark Before Dawn.Hollow.wav	0.150243223	0.727029204	0.122727551	1	0	1	0	1	
cache/2012.Tyler Stenson.Some Days I'm a Lion.That I'll Know You....wav	0.123701833	0.793162405	0.083135784	1	0	1	0	1	
cache/2016.Matthew Mayfield.Wild Eyes Unplugged EP.Mess of a Man.wav	0.214256853	0.694551468	0.091191687	1	0	1	0	2	
cache/2007.Enrique Iglesias.Insomniac.Don't You Forget About Me.wav	0.128679976	0.762266636	0.109053366	1	0	1	0	2	
cache/2014.OK Go.Hungry Ghosts.Lullaby.wav	0.08679419	0.811039805	0.102166019	1	0	1	0	1	
cache/2013.Kodaline.In A Perfect World.Talk.wav	0.065057278	0.908064485	0.026878247	1	0	1	0	1	
cache/2016.Lane 8.Rise (Remixed).Undercover feat. Matthew Dear (Yotto Remix).wav	0.135220304	0.767636001	0.097143717	1	0	1	0	1	
cache/2002.Coldplay.A Rush of Blood to the Head.Politik.wav	0.061067928	0.900750279	0.038181808	1	0	1	0	1	
cache/2015.Vitamin String Quartet.The Geek Wedding Collection.Star Wars -The Imperial March (Darth Vader's Theme).wav	0.063657604	0.886414647	0.049927771	1	0	1	0	1	
cache/2015.IAMX.Metanoia.Insomnia.wav	0.090906538	0.851304173	0.057789277	1	0	1	0	1	
cache/2016.OMEA All-State Choir 2012-2013.2013 OMEA.How Can I Keep from Singing?.wav	0.078369334	0.879955351	0.041675303	1	0	1	0	0	
cache/2015.Lowland Hum.Native Air.White Stone.wav	0.073838778	0.857060015	0.069101177	1	0	1	0	2	
cache/2015.Danny Elfman.Avengers: Age of Ultron.Inevitability-One Good Eye.wav	0.085104801	0.764181972	0.15071325	1	0	1	0	0	
cache/2015.Green River Ordinance.Chasing Down The Wind.Better Love.wav	0.049136665	0.878067195	0.072796114	1	0	1	0	2	
cache/2014.Lower Than Atlantis.Lower Than Atlantis (Deluxe).Emily.wav	0.130868733	0.847031832	0.022099443	1	0	1	0	1	
cache/2015.Vitamin String Quartet.The Geek Wedding Collection.The Lord of The Rings. Fellowship of the Rings - Concerning Hobbits.wav	0.156278789	0.758142054	0.085579164	1	0	1	0	1	
"cache/2010.Linkin Park.A Thousand Suns.Wisdom, Justice, And Love.wav"	0.070135243	0.761379898	0.168484867	1	0	1	0	1	
cache/2014.Rupert Holmes.Guardians Of The Galaxy (Awesome Mix Vol. 1).Escape (The PiÃ±a Colada Song).wav	0.111480922	0.860540867	0.027978199	1	0	1	0	0	
"cache/2014.Tove Lo.The Hunger Games: Mockingjay, Pt. 1 (Original Motion Picture Soundtrack).Scream My Name.wav"	0.039175816	0.900079072	0.060745139	1	0	1	0	1	
cache/2013.Tyler Stenson.Lovely Little Victory.Monday and a Mountain.wav	0.244712874	0.57849741	0.176789731	1	0	1	0	2	
cache/2013.Tyler Stenson.Lovely Little Victory.This Too Shall Pass (Remix).wav	0.088289596	0.811721683	0.099988714	1	0	1	0	2	
cache/2014.Milky Chance.Sadnecessary.Stunner.wav	0.052970123	0.873876691	0.073153168	1	0	1	0	1	
cache/2015.Brian Tyler.Avengers: Age of Ultron.Wish You Were Here.wav	0.16343905	0.774745643	0.061815333	1	0	1	0	0	
cache/2015.Death Cab For Cutie.Kintsugi.Binary Sea.wav	0.159654617	0.783566236	0.056779161	1	0	1	0	1	
cache/2015.Vitamin String Quartet.The Geek Wedding Collection.Game of Thrones - Main Title.wav	0.109795876	0.743599892	0.14660424	1	0	1	0	1	
cache/2016.Lane 8.Rise (Remixed).Ghost feat. Patrick Baker (Lane 8 Rework).wav	0.061301865	0.879094541	0.059603617	1	0	1	0	1	
cache/2014.Pomplamoose.Season 2.Wake Me Up Before You Go-Go.wav	0.074819021	0.847532928	0.077648059	1	0	1	0	1	
cache/2014.La Roux.Trouble in Paradise.Kiss and Not Tell.wav	0.086881123	0.864075124	0.04904376	1	0	1	0	1	
cache/2015.Imagine Dragons.Smoke + Mirrors (Deluxe Edition).Release.wav	0.067765765	0.840345442	0.09188877	1	0	1	0	1	
"cache/2016.Linkin Park.The Catalyst.The Catalyst, featuring ill Audio.wav"	0.053428467	0.899781048	0.04679051	1	0	1	0	1	
cache/2016.Explosions in the Sky.Friday Night Lights [Original Movie Soundtrack].From West Texas.wav	0.087859556	0.772037208	0.140103206	1	0	1	0	1	
cache/2014.Lower Than Atlantis.Lower Than Atlantis (Deluxe).Ain't No Friend (Alternative Version).wav	0.073525488	0.892413974	0.034060523	1	0	1	0	1	
cache/2014.The Five Stairsteps.Guardians Of The Galaxy (Awesome Mix Vol. 1).O-O-H Child.wav	0.161268383	0.778494835	0.060236808	1	0	1	0	0	
cache/2005.The Partridge Family.The Partridge Family Album.I Think I Love You.wav	0.224332199	0.737587273	0.038080547	1	0	1	0	1	
cache/2014.This Will Destroy You.Another Language.Serpent Mound.wav	0.029737117	0.941745162	0.028517706	1	0	1	0	1	
cache/2014.On-The-Go.Young Hearts [WEB Edition].Hung Up [Prod. by Mojimotor].wav	0.193837479	0.749692678	0.056469873	1	0	1	0	1	
cache/2015.Howie Day.Lanterns.Make Peace.wav	0.100131817	0.797658741	0.102209471	1	0	1	0	2	
cache/2016.ForOrchestra.ForOrchestra.A World Without Danger - Orchestral.wav	0.017265366	0.945415199	0.037319407	1	0	1	0	0	
cache/2014.This Will Destroy You.Another Language.God's Teeth.wav	0.046037871	0.917976022	0.035986084	1	0	1	0	1	
cache/2013.The National.Trouble Will Find Me.Heavenfaced.wav	0.102064893	0.85076654	0.047168557	1	0	1	0	1	
cache/2014.Fences.Lesser Oceans.Arrows (feat. Macklemore & Ryan Lewis).wav	0.032096408	0.94883275	0.01907083	1	0	1	0	1	
cache/2015.Brian Tyler.Avengers: Age of Ultron.Seoul Searching.wav	0.069117472	0.803506494	0.12737602	1	0	1	0	0	
cache/2000.Death Cab for Cutie.We Have The Facts And We're Voting Yes.For What Reason.wav	0.16008234	0.748180091	0.091737546	1	0	1	0	1	
cache/2015.Pentatonix.That's Christmas to Me: Deluxe Tracks - EP.Have Yourself a Merry Little Christmas.wav	0.090949185	0.705178022	0.20387277	1	0	1	0	2	
cache/2014.Beware of Safety.Lotusville.Wash Ashore in Pieces.wav	0.140215248	0.708517432	0.15126729	1	0	1	0	1	
cache/2006.Snow Patrol.Eyes Open.Set The Fire To The Third Bar.wav	0.201920062	0.713261724	0.084818237	1	0	1	0	1	
cache/2015.Vitamin String Quartet.VSQ Performs the Hits of 2014 Vol. 3.Cool Kids (String Quartet Tribute to Echosmith).wav	0.085976608	0.798482835	0.115540564	1	0	1	0	1	
cache/2015.Interpol.Spotify Sessions.Untitled.wav	0.124801636	0.809664726	0.065533638	1	0	1	0	1	
"cache/2011.Girls.Father, Son, Holy Ghost.Honey Bunny.wav"	0.052307118	0.92916894	0.018523926	1	0	1	0	1	
cache/2009.Regina Spektor.Far.Eet.wav	0.084360786	0.884781361	0.030857878	1	0	1	0	1	
"cache/2014.The Decemberists.What a Terrible World, What a Beautiful World.Lake Song.wav"	0.036147524	0.906386197	0.057466265	1	0	1	0	1	
cache/2016.The Dunwells.Light Up The Sky.Lucky Ones.wav	0.076249048	0.841669798	0.082081132	1	0	1	0	1	
cache/1975.America.History.A Horse With No Name.wav	0.030110052	0.920365095	0.049524862	1	0	1	0	1	
cache/2015.Wild Child.Past & Present.Bullets.wav	0.099545263	0.783925533	0.116529204	1	0	1	0	1	
cache/2015.Death Cab For Cutie.Kintsugi.Black Sun.wav	0.124762014	0.845907092	0.029330898	1	0	1	0	1	
cache/2015.MOGWAI.Central Belters.Hunted by a Freak.wav	0.039697643	0.916240931	0.044061445	1	0	1	0	1	
cache/2013.OK Go.Twelve Months of OK Go.Get Over It (Elevator Version).wav	0.213411272	0.672102571	0.114486128	1	0	1	0	1	
cache/2014.This Will Destroy You.Another Language.Mother Opiate.wav	0.070973188	0.872765362	0.05626145	1	0	1	0	1	
cache/2014.Milky Chance.Sadnecessary.Sweet Sun.wav	0.059623599	0.914060056	0.026316332	1	0	1	0	1	
cache/2014.The Rosebuds.Sand + Silence.Wait A Minute.wav	0.158955574	0.696452796	0.14459163	1	0	1	0	1	
cache/2005.Coldplay.X&Y.White Shadows.wav	0.066283308	0.840741098	0.092975616	1	0	1	0	1	
cache/2015.Adam Devine.Pitch Perfect 2.All Of Me (Bumper's Audition).wav	0.268490523	0.627048254	0.104461238	1	0	1	0	0	
cache/2015.Vitamin String Quartet.VSQ Performs the Hits of 2014 Vol. 3.Centuries (String Quartet Tribute to Fall out Boy).wav	0.084445328	0.877401054	0.038153619	1	0	1	0	1	
cache/2015.Will Young.85% Proof (Deluxe Edition).I Don't Need a Lover.wav	0.12109635	0.783833683	0.095069997	1	0	1	0	1	
cache/2007.Linkin Park.Minutes to Midnight.Shadow of the Day.wav	0.093954936	0.750199735	0.155845359	1	0	1	0	1	
cache/2014.Angus & Julia Stone.Angus & Julia Stone (Deluxe Version).Grizzly Bear.wav	0.073078021	0.840348005	0.086573951	1	0	1	0	1	
cache/2013.The National.Trouble Will Find Me.This Is The Last Time.wav	0.051482659	0.889857292	0.058660053	1	0	1	0	1	
cache/2015.Danny Elfman.Avengers: Age of Ultron.Heroes.wav	0.055364329	0.868415236	0.076220416	1	0	1	0	0	
cache/2016.BANNERS.Teen Wolf Season 5.Ghosts.wav	0.190141812	0.707823813	0.102034383	1	0	1	0	1	
cache/2014.Seven Saturdays.Seven Saturdays (Ambient).Quiet Days (Ambient).wav	0.072645664	0.891469955	0.035884403	1	0	1	0	0	
cache/2006.Three Days Grace.One-X.Animal I Have Become.wav	0.079338141	0.859444857	0.061217003	1	0	1	0	1	
cache/2016.Down Time.NOON  184.Home.wav	0.234560251	0.714891136	0.050548639	1	0	1	0	1	
cache/2016.Meatloaf.Bat Out of Hell II: Back Into Hell.I Would Do Anything For Love (But I Won't Do That).wav	0.104656972	0.722723663	0.172619343	1	0	1	0	1	
cache/2015.Lowland Hum.Native Air.Linens.wav	0.06582509	0.763769031	0.170405895	1	0	1	0	2	
cache/2000.Linkin Park.Hybrid Theory.One Step Closer.wav	0.230607554	0.661356747	0.108035713	1	0	1	0	1	
cache/1994.The London Symphony Orchestra.The Performs Sting.King of Pain.wav	0.061949149	0.835000634	0.103050247	1	0	1	0	1	
cache/2014.Pomplamoose.Season 2.Keep It Together.wav	0.055154815	0.895945609	0.048899569	1	0	1	0	1	
cache/2015.Hinkstep.My Forest Queen.Serotonin Storm.wav	0.066481382	0.902258694	0.031259906	1	0	1	0	0	
"cache/2014.Grace Jones.The Hunger Games: Mockingjay, Pt. 1 (Original Motion Picture Soundtrack).Original Beast.wav"	0.109745525	0.838034987	0.052219503	1	0	1	0	0	
cache/2014.Seven Saturdays.Seven Saturdays (Ambient).One In 3 (Ambient).wav	0.10297811	0.812322915	0.08469896	1	0	1	0	0	
cache/2016.Magic Man.You Are Here.Paris.wav	0.097587384	0.777325451	0.125087187	1	0	1	0	1	
cache/2015.Marina and The Diamonds.FROOT.Weeds.wav	0.062530749	0.835963488	0.101505794	1	0	1	0	1	
cache/2015.Gordon's Tsunami Week.The Farewell Paradox.particular.wav	0.060551878	0.878676713	0.060771439	1	0	1	0	1	
cache/2007.Enrique Iglesias.Insomniac.On Top Of You.wav	0.140951037	0.823543072	0.035505861	1	0	1	0	2	
cache/2013.The National.Trouble Will Find Me.I Should Live In Salt.wav	0.151134059	0.804210186	0.044655737	1	0	1	0	1	
cache/2013.The National.Trouble Will Find Me.Demons.wav	0.027348205	0.933852434	0.038799353	1	0	1	0	1	
cache/2001.Death Cab for Cutie.The Photo Album.I Was a Kaleidoscope.wav	0.077814408	0.874947011	0.047238555	1	0	1	0	1	
cache/2014.Cold War Kids.Hold My Home.Harold Bloom.wav	0.191216037	0.731485367	0.077298626	1	0	1	0	1	
cache/2016.Anya Marina.Paper Plane.Power of Love.wav	0.065057352	0.896374166	0.038568493	1	0	1	0	2	
cache/2015.Fall Out Boy.American BeautyAmerican Psycho.Favorite Record.wav	0.048099477	0.935205042	0.01669549	1	0	1	0	1	
cache/2016.LOYAL.NOON  179.House for You.wav	0.125086188	0.807894766	0.06701906	1	0	1	0	1	
cache/2014.The Who.Who's Next (Deluxe Edition).Won't Get Fooled Again (New York Record Plant Session).wav	0.05468737	0.914763987	0.030548628	1	0	1	0	1	
"cache/2014.Pentatonix.PTX, Vol. III.Problem.wav"	0.107991777	0.865137577	0.026870629	1	0	1	0	1	
cache/2008.Mr. Scruff.Ninja Tuna.Kalimba.wav	0.038060565	0.921462476	0.04047697	1	0	1	0	1	
cache/2005.Coldplay.X&Y.Talk.wav	0.096029028	0.886625469	0.017345481	1	0	1	0	1	
cache/2014.La Roux.Trouble in Paradise.Silent Partner.wav	0.053099774	0.925793767	0.021106489	1	0	1	0	1	
cache/2007.Linkin Park.Minutes to Midnight.In Between.wav	0.062350143	0.862931609	0.074718274	1	0	1	0	1	
cache/2014.Damien Rice.My Favourite Faded Fantasy.The Greatest Bastard.wav	0.153871447	0.766180515	0.079948008	1	0	1	0	1	
cache/2012.Tyler Stenson.Some Days I'm a Lion.Leaves Blow By.wav	0.149507105	0.725873172	0.1246197	1	0	1	0	1	
cache/2007.Alex Parks.Introduction.Mad World.wav	0.113948464	0.832431853	0.05361969	1	0	1	0	1	
cache/2016.Digitalism.Grey's Intro to Music Mixtape (Made With Love) [Vol.1].Digitalism in Cairo.wav	0.07306356	0.801200926	0.125735492	1	0	1	0	1	
cache/2015.Marina and The Diamonds.FROOT.I'm A Ruin.wav	0.086370349	0.845673501	0.067956142	1	0	1	0	1	
cache/2014.The Neighbourhood.#000000 & #Ffffff.Warm Feat. Raury.wav	0.091568805	0.799903035	0.108528137	1	0	1	0	1	
cache/2015.The Saint Johns.Noisetrade Sampler.Shadowplay (Live Acoustic).wav	0.103831001	0.754417837	0.141751185	1	0	1	0	1	
cache/2009.Bon Iver.Blood Bank.Woods.wav	0.067241907	0.885489225	0.047268849	1	0	1	0	1	
cache/2016.Ruth Koleva.R U T H.Freak and Fly.wav	0.042421363	0.860888422	0.096690245	1	0	1	0	1	
cache/2015.Interpol.Spotify Sessions.Everything Is Wrong.wav	0.081805542	0.851851881	0.066342607	1	0	1	0	1	
cache/2014.Sheppard.Bombs Away.Find Someone.wav	0.052174415	0.90479207	0.043033488	1	0	1	0	1	
cache/2014.Have Mercy.A Place Of Our Own.Lean.wav	0.059921201	0.912001848	0.028076949	1	0	1	0	1	
cache/2014.Sam Smith.In The Lonely Hour (Deluxe Version).Stay With Me.wav	0.120353088	0.788445175	0.091201738	1	0	1	0	1	
cache/2015.Zeke Duhon.Zeke Duhon.Gravity (Time To Run).wav	0.164883256	0.650809765	0.184306994	1	0	1	0	2	
cache/2014.This Will Destroy You.Another Language.Memory Loss.wav	0.021999018	0.951981604	0.026019352	1	0	1	0	1	
"cache/1992.Jimmy Buffett.Boats, Beaches, Bars & Ballads Disc 1.Take It Back.wav"	0.213921174	0.731981337	0.054097518	1	0	1	0	1	
cache/2014.This Will Destroy You.Another Language.New Topia.wav	0.106420733	0.839486659	0.054092631	1	0	1	0	1	
cache/2013.Kodaline.In A Perfect World.Love Like This.wav	0.079653092	0.796598136	0.123748757	1	0	1	0	1	
cache/2014.Tarwater.Adrift.Inreturn.wav	0.089226231	0.861807764	0.048966032	1	0	1	0	1	
cache/2005.Flyleaf.Flyleaf.Cassie (Acoustic Version).wav	0.197326377	0.70841229	0.094261356	1	0	1	0	1	
cache/2016.Woodkid.Desierto (Original Motion Picture Score).Sam and Moises.wav	0.194355369	0.631525993	0.174118653	1	0	1	0	0	
cache/2000.Coldplay.Parachutes.Everything's Not Lost.wav	0.06047697	0.877492607	0.062030423	1	0	1	0	1	
cache/2011.Marina & The Diamonds.Electra Heart.Starring Role.wav	0.048768766	0.849773824	0.101457432	1	0	1	0	1	
cache/2015.The Best Pessimist.The Half-World.It's Only Words.wav	0.065434664	0.862805188	0.071760133	1	0	1	0	0	
cache/2016.Olivver the Kid.NOON  179.BBBlue.wav	0.029352717	0.90162307	0.069024205	1	0	1	0	1	
cache/2014.Totorro.Home Alone.Home Alone.wav	0.064954989	0.913487434	0.021557558	1	0	1	0	1	
cache/2014.The Rosebuds.Sand + Silence.Walking.wav	0.083451435	0.857449651	0.059098929	1	0	1	0	1	
"cache/2014.The Decemberists.What a Terrible World, What a Beautiful World.A Beginning Song.wav"	0.075843245	0.899160862	0.024995895	1	0	1	0	1	
cache/2015.Breaking Benjamin.Dark Before Dawn.Bury Me Alive.wav	0.026268741	0.93487215	0.038859114	1	0	1	0	1	
cache/2016.Korusho.Kongregate.Info Storm.wav	0.188417941	0.718974829	0.092607237	1	0	1	0	1	
cache/2014.The Best Pessimist.Flowers Blossom In The Space.Oceanica.wav	0.051864985	0.883259356	0.06487564	1	0	1	0	1	
cache/2016.Toto.Toto IV.Africa.wav	0.061967008	0.867691159	0.070341811	1	0	1	0	1	
cache/2014.OK Go.Hungry Ghosts.I Won't Let You Down.wav	0.051286489	0.890820742	0.057892792	1	0	1	0	1	
